"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"477","HPV-VLP (M2)","FLUMIST (D7)",91,519,2312,612,2445,"ALDH3A2, BASP1, BICRA, CACNA2D3, CDC25B, CHPT1, CXCL2, DHRS3, DIDO1, ENTR1, FCMR, FOXO3, HBA1, HBA2, HPCAL1, HSF2, ID3, IRF3, IRS2, LCK, LY86, MAD1L1, MMD, MXD4, MZF1, PCYOX1, PDCL, PHLDA1, SNCA, SPARC, TIMP2, TSC1, VNN3P, ZBTB18, ZNF395, ACSL1, , AP1G1, APOBEC3G, BIRC3, CASP1, CD83, CDC40, CTSC, DNAJC7, DNM1L, EML4, FASLG, FPR2, GART, GNL2, GPD2, GTPBP4, GZMA, HBEGF, HCAR3, HIVEP3, HP1BP3, ICAM1, IDI1, IFITM1, IFITM2, IL1B, IL1R2, INSIG1, LNPEP, MNDA, NAMPT, NMT1, PFKP, PIK3C3, POLR3K, PRC1, PREP, PSMD12, PTGS2, RAB8B, RAD50, RAPGEF2, RGS1, RUVBL1, SLAMF1, SLC25A40, SLC2A3, SOCS1, SUB1, TARS1, TIMM17A, TNFSF10, UCHL5, ZNF267",14.87,3.72,0,0
"478","HPV-VLP (M2)","FLUMIST (D1)",0,610,15,612,15,"",0,0,1.78579535478527e-30,29.7481683110576
"479","HPV-VLP (M2)","FLUENZ (D3-4)",2,608,4,612,6,"FASLG, TLR1",0.33,33.33,2.55788504471411e-09,8.59211897728041
"480","HPV-VLP (M2)","FLUMIST (D30)",1,609,14,612,15,"",0.16,6.67,1.1161220967408e-27,26.9522882937136
"481","HPV-VLP (M2)","FLUENZ (D6-7)",4,606,5,612,9,"IL2, IL2RA, MICB, SOCS1",0.65,44.44,1.74684832321939e-10,9.75774480265793
"482","HPV-VLP (M2)","MENACTRA (D3)",13,597,33,612,48,"CFD, IFNA21, C1QB, C2, CCL20, CFB, CFH, IL1B, IL6, LAMC2, MMP12, SERPING1, TNF",2.12,27.08,4.34623816882372e-45,44.3618864785282
"483","HPV-VLP (M2)","MENACTRA (D7)",1,609,13,612,14,"",0.16,7.14,4.64306792244164e-26,25.3331949630868
"484","HPV-VLP (M2)","WETVAX (D2-4)",8,602,93,612,101,"C2, GCH1, ICAM1, IL15, KCNJ15, NAMPT, SERPING1, WARS1",1.31,7.92,2.33879573636461e-107,106.631007706555
"485","HPV-VLP (M2)","WETVAX (D5-7)",51,559,423,612,520,"ABLIM1, CD99, CDC25B, CES1, DHRS3, DHRS9, GRN, ICAM3, LCK, RASGRP2, RPL13, SORL1, TMEM8B, TSPAN4, AIM2, , APOBEC3B, APOL1, ATF5, ATOX1, C1QB, C2, CASP1, CASP5, CD40, CXCL9, FPR2, GCH1, GZMA, GZMB, ICAM1, IDO1, IFITM1, IFITM2, IL15, IL1RN, IRF2, KCNN4, MNDA, MTHFD2, PSMB2, PSMB9, SERPING1, ST3GAL5, TAP2, TLR1, TLR2, TMSB15A, TNFSF10, VRK2, WARS1",8.33,9.81,1.22329743181888e-233,232.912467936019
"486","HPV-VLP (M2)","WETVAX (D50-60)",15,595,298,612,314,"CACNA2D3, CYP27A1, ENTR1, IRS2, PDK4, , ETS2, INSIG1, MAPK11, NAMPT, NDC80, NDUFV2, PDGFA, TNFSF10, ZNF267",2.45,4.78,1.39421228923807e-223,222.855671093508
"487","HPV-VLP (M2)","MVA85A (D2)",17,593,50,612,67,"CFD, DNASE2, PYCARD, S100A8, , CASP1, CCL4, CCL7, FPR2, ICAM1, IFITM2, IL6, PSMB9, SERPING1, TLR1, TNF, TNFSF10",2.78,25.37,7.25611096456695e-61,60.1392960844195
"488","HPV-VLP (M2)","ZOSTAVAX (D1)",0,610,14,612,14,"",0,0,7.4408139782719e-29,28.1283795527692
"489","HPV-VLP (M2)","ZOSTAVAX (D3)",0,610,7,612,7,"",0,0,1.53203281064236e-16,15.8147319335753
"490","HPV-VLP (M2)","YF VAX (ANY)",2,608,27,612,29,"CACNA2D2, LIF",0.33,6.9,1.50119984528579e-45,44.8235614890175
"491","HPV-VLP (M2)","YF17D (D3)",4,606,42,612,94,"CD38, RIGI, LAMP3, SERPING1",0.65,4.26,5.59807318590353e-62,61.2519614281231
"492","HPV-VLP (M2)","YF VAX (D4-7)",45,565,556,612,601,"ACP5, CACNA2D2, CACNA2D3, CHGA, DBP, EEF1D, FOXO3, HMOX1, ICAM3, ITGA6, LRP1, NISCH, NME3, PECAM1, PPAN, RPL13, SGSH, SRPX, TSPAN4, VPS51, ALAS1, APEX2, APOBEC3B, CDC45, RIGI, DSE, EBNA1BP2, FPR2, HSPH1, IFITM1, IFITM2, IGSF3, IL1RN, ISG20, LIF, MT1X, MT2A, PLEK, PSMB9, RBX1, RRM2, SERPING1, SRI, TNFSF10, VRK2",7.35,7.49,2.58279072191221e-281,280.587910782367
"493","HPV-VLP (M2)","STAMARIL (D10)",37,573,266,612,303,"CYP27A1, DHRS9, GADD45B, ICAM3, IMPA2, IRS2, NPL, PABPC4, SNCA, SORL1, TNS1, ACOT7, ADAR, AIM2, , CASP1, CCNB2, CD38, RIGI, GCH1, IFITM1, IL15, IL1R2, IL1RN, MICB, MT2A, NUSAP1, PCK2, PIP4K2A, SERPING1, SOCS1, TAP2, TNFSF10, TSPAN5, TYMS, VAMP5, WARS1",6.05,12.21,4.4508981593496e-185,184.351552342662
"494","HPV-VLP (M2)","STAMARIL (D14)",4,606,66,612,70,"ACOT7, CCNB2, CD38, NUSAP1",0.65,5.71,2.22105780552388e-87,86.6534401383028
"495","HPV-VLP (M2)","STAMARIL (D28)",2,608,38,612,40,"PABPC4, IL1RN",0.33,5,1.78353579956921e-59,58.7487181689725
"496","HPV-VLP (M2)","STAMARIL (D3)",27,583,296,612,323,"DHRS9, GADD45B, GRN, HMOX1, ICAM3, IMPA2, IRS2, PABPC4, SORL1, ADAR, AIM2, ATF5, C1QB, CASP1, CDKN1A, RIGI, IFITM1, IL1RN, MICB, MT2A, NAMPT, PCK2, SERPING1, SLC2A6, TAP2, TNFSF10, WARS1",4.41,8.36,1.48066433886217e-208,207.829543383276
"497","HPV-VLP (M2)","STAMARIL (D60)",7,603,77,612,84,"DNAJB2, NOD2, TPRA1, IL15, MICB, TSPAN5, WARS1",1.14,8.33,1.97125468139876e-94,93.7052572622854
"498","HPV-VLP (M2)","STAMARIL (D7)",49,561,434,612,483,"CYP27A1, DHRS9, GADD45B, GRN, HMOX1, ICAM3, IMPA2, IRS2, NOD2, NPL, PABPC4, RPL13, SORL1, ACOT7, ADAR, AIM2, , ATF5, C1QB, CASP5, CCNB2, CD38, CDKN1A, RIGI, GCH1, GNLY, GZMB, IDO1, IFITM1, IL15, IL1R2, IL1RN, ISG20, LAMP3, LDLR, MICB, MT2A, NAMPT, NUSAP1, PCK2, QPCT, SERPING1, SLC2A6, SOCS1, TAP2, TNFSF10, TSPAN5, VAMP5, WARS1",8.01,10.14,2.71822988100261e-239,238.565713817718
"499","INFLUENZA (D1)","PANDEMRIX (D1)",0,26,21,26,21,"",0,0,7.96701046602339e-14,13.0987046123144
"500","INFLUENZA (D1)","FLUARIX FLUVIRIN (D3)",1,25,1054,26,1061,"SLX1B",3.85,0.09,7.79085655497538e-50,49.1084147917948
"501","INFLUENZA (D1)","INFLUENZA (D3)",1,25,39,26,40,"HYAL3",3.85,2.5,3.98964120827879e-17,16.3990661590178
"502","INFLUENZA (D1)","PANDEMRIX (D3)",0,26,5,26,5,"",0,0,5.88543413904927e-06,5.23022149590647
"503","INFLUENZA (D1)","PANDEMRIX (D30)",0,26,6,26,6,"",0,0,1.10351890107174e-06,5.95722022384273
"504","INFLUENZA (D1)","FLUARIX FLUVIRIN (D7)",1,25,847,26,860,"IGLV3-25",3.85,0.12,1.70184914015875e-47,46.7690789404326
"505","INFLUENZA (D1)","INFLUENZA (D7)",0,26,72,26,72,"",0,0,2.61966916068664e-24,23.581753552482
"506","INFLUENZA (D1)","PANDEMRIX (D7)",0,26,33,26,33,"",0,0,2.52511472675265e-17,16.5977188852429
"507","INFLUENZA (D1)","INACTIVATED INFLUENZA (D0)",0,26,5,26,5,"",0,0,5.88543413904927e-06,5.23022149590647
"508","INFLUENZA (D1)","FLUZONE (D1)",0,26,12,26,13,"",0,0,3.69347803889797e-10,9.43256447891287
"509","INFLUENZA (D1)","FLUZONE (D30)",0,26,16,26,16,"",0,0,6.00565534780156e-12,11.2214395946883
"510","INFLUENZA (D1)","FLUZONE (D7)",0,26,23,26,23,"",0,0,1.7139911971972e-14,13.7659914128787
"511","INFLUENZA (D1)","FLUMIST (D3)",1,25,1237,26,1245,"SLX1B",3.85,0.08,1.49405528336601e-51,50.8256333323623
"512","INFLUENZA (D1)","FLUMIST (D7)",1,25,2402,26,2445,"SERPINB2",3.85,0.04,1.06719588115699e-58,57.971755859584
"513","INFLUENZA (D1)","FLUMIST (D1)",0,26,15,26,15,"",0,0,1.57648452879791e-11,10.8023102869463
"514","INFLUENZA (D1)","FLUENZ (D3-4)",0,26,6,26,6,"",0,0,1.10351890107174e-06,5.95722022384273
"515","INFLUENZA (D1)","FLUMIST (D30)",0,26,15,26,15,"",0,0,1.57648452879791e-11,10.8023102869463
"516","INFLUENZA (D1)","FLUENZ (D6-7)",0,26,9,26,9,"",0,0,1.41628094255196e-08,7.84885058866763
"517","INFLUENZA (D1)","MENACTRA (D3)",0,26,46,26,48,"",0,0,3.62403880050634e-20,19.4408071612282
"518","INFLUENZA (D1)","MENACTRA (D7)",0,26,14,26,14,"",0,0,4.30905771204759e-11,10.3656176892823
"519","INFLUENZA (D1)","WETVAX (D2-4)",0,26,101,26,101,"",0,0,1.26180990263695e-27,26.8990060685898
"520","INFLUENZA (D1)","WETVAX (D5-7)",0,26,474,26,520,"",0,0,5.2434300757935e-44,43.2803845191919
"521","INFLUENZA (D1)","WETVAX (D50-60)",0,26,313,26,314,"",0,0,1.76862885123994e-39,38.7523632947161
"522","INFLUENZA (D1)","MVA85A (D2)",0,26,67,26,67,"",0,0,1.27151082179625e-23,22.8956799392033
"523","INFLUENZA (D1)","ZOSTAVAX (D1)",0,26,14,26,14,"",0,0,4.30905771204759e-11,10.3656176892823
"524","INFLUENZA (D1)","ZOSTAVAX (D3)",0,26,7,26,7,"",0,0,2.34079766894005e-07,6.63063612370637
"525","INFLUENZA (D1)","YF VAX (ANY)",0,26,29,26,29,"",0,0,2.80851751008806e-16,15.5515228641108
"526","INFLUENZA (D1)","YF17D (D3)",0,26,46,26,94,"",0,0,3.62403880050634e-20,19.4408071612282
"527","INFLUENZA (D1)","YF VAX (D4-7)",0,26,601,26,601,"",0,0,1.27318376404746e-46,45.8951089082458
"528","INFLUENZA (D1)","STAMARIL (D10)",0,26,303,26,303,"",0,0,3.97259573013652e-39,38.4009256285274
"529","INFLUENZA (D1)","STAMARIL (D14)",0,26,70,26,70,"",0,0,4.87139574363988e-24,23.3123465876736
"530","INFLUENZA (D1)","STAMARIL (D28)",0,26,40,26,40,"",0,0,6.04491092163451e-19,18.2186100945596
"531","INFLUENZA (D1)","STAMARIL (D3)",0,26,323,26,323,"",0,0,8.06887811978977e-40,39.0931868444916
"532","INFLUENZA (D1)","STAMARIL (D60)",0,26,84,26,84,"",0,0,8.41560521625527e-26,25.0749146458642
"533","INFLUENZA (D1)","STAMARIL (D7)",0,26,483,26,483,"",0,0,3.25841954062236e-44,43.4869929984662
"534","PANDEMRIX (D1)","FLUARIX FLUVIRIN (D3)",2,19,1053,21,1061,"CD86, TLR8",9.52,0.19,7.72290152639879e-39,38.1122195027525
"535","PANDEMRIX (D1)","INFLUENZA (D3)",2,19,38,21,40,"TLR4, TLR7",9.52,5,1.50291834329132e-13,12.823064614903
"536","PANDEMRIX (D1)","PANDEMRIX (D3)",1,20,4,21,5,"TLR7",4.76,20,0.000395256916996048,3.40312052117582
"537","PANDEMRIX (D1)","PANDEMRIX (D30)",1,20,5,21,6,"TLR7",4.76,16.67,9.12131346913954e-05,4.03994261876299
"538","PANDEMRIX (D1)","FLUARIX FLUVIRIN (D7)",0,21,848,21,860,"",0,0,1.24369555066506e-42,41.9052859193625
"539","PANDEMRIX (D1)","INFLUENZA (D7)",0,21,72,21,72,"",0,0,2.70453019301282e-21,20.5679081657894
"540","PANDEMRIX (D1)","PANDEMRIX (D7)",0,21,33,21,33,"",0,0,1.92181499185289e-15,14.7162884230591
"541","PANDEMRIX (D1)","INACTIVATED INFLUENZA (D0)",0,21,5,21,5,"",0,0,1.52021891152326e-05,4.81809386914664
"542","PANDEMRIX (D1)","FLUZONE (D1)",0,21,12,21,13,"",0,0,2.81835170842281e-09,8.55000481126351
"543","PANDEMRIX (D1)","FLUZONE (D30)",0,21,16,21,16,"",0,0,7.76652299088426e-11,10.1097733677936
"544","PANDEMRIX (D1)","FLUZONE (D7)",0,21,23,21,23,"",0,0,4.96865671948341e-13,12.3037610072762
"545","PANDEMRIX (D1)","FLUMIST (D3)",7,14,1231,21,1245,"CD86, HLA-DRB1, IRF7, MYD88, STAT1, TLR7, TLR8",33.33,0.56,4.68956948079068e-28,27.3288670252378
"546","PANDEMRIX (D1)","FLUMIST (D7)",0,21,2403,21,2445,"",0,0,4.68694679365529e-52,51.3291099765743
"547","PANDEMRIX (D1)","FLUMIST (D1)",0,21,15,21,15,"",0,0,1.79600844164199e-10,9.74569162638257
"548","PANDEMRIX (D1)","FLUENZ (D3-4)",1,20,5,21,6,"TLR1",4.76,16.67,9.12131346913954e-05,4.03994261876299
"549","PANDEMRIX (D1)","FLUMIST (D30)",0,21,15,21,15,"",0,0,1.79600844164199e-10,9.74569162638257
"550","PANDEMRIX (D1)","FLUENZ (D6-7)",0,21,9,21,9,"",0,0,6.98951223688852e-08,7.15555313043729
"551","PANDEMRIX (D1)","MENACTRA (D3)",1,20,45,21,48,"TLR4",4.76,2.08,5.1646323935002e-16,15.2869605851136
"552","PANDEMRIX (D1)","MENACTRA (D7)",0,21,14,21,14,"",0,0,4.31042025994075e-10,9.36548038467097
"553","PANDEMRIX (D1)","WETVAX (D2-4)",2,19,99,21,101,"IRF1, STAT1",9.52,1.98,3.59952419591031e-20,19.4437549027736
"554","PANDEMRIX (D1)","WETVAX (D5-7)",13,8,461,21,520,"CD40, HLA-DRA, HLA-DRB1, IRF1, IRF2, IRF7, IRF9, MYD88, STAT1, TAP1, TLR1, TLR2, TLR8",61.9,2.5,2.98571185012336e-12,11.5249521081783
"555","PANDEMRIX (D1)","WETVAX (D50-60)",1,20,312,21,314,"TLR8",4.76,0.32,3.25265829054939e-31,30.48776155932
"556","PANDEMRIX (D1)","MVA85A (D2)",5,16,62,21,67,"IRF9, STAT1, TLR1, TLR6, TLR8",23.81,7.46,3.93556393092346e-13,12.4049930283518
"557","PANDEMRIX (D1)","ZOSTAVAX (D1)",0,21,14,21,14,"",0,0,4.31042025994075e-10,9.36548038467097
"558","PANDEMRIX (D1)","ZOSTAVAX (D3)",0,21,7,21,7,"",0,0,8.44566061957367e-07,6.07336637424994
"559","PANDEMRIX (D1)","YF VAX (ANY)",0,21,29,21,29,"",0,0,1.4852783797372e-14,13.8281921406543
"560","PANDEMRIX (D1)","YF17D (D3)",3,18,43,21,94,"IRF7, STAT1, TLR7",14.29,3.19,3.69271216135268e-13,12.4326545433125
"561","PANDEMRIX (D1)","YF VAX (D4-7)",3,18,598,21,601,"CD86, IRF9, TAP1",14.29,0.5,6.13949893363632e-32,31.2118670717312
"562","PANDEMRIX (D1)","STAMARIL (D10)",5,16,298,21,303,"IRF7, IRF9, STAT1, TAP1, TLR7",23.81,1.65,5.42743811921035e-23,22.2654051194422
"563","PANDEMRIX (D1)","STAMARIL (D14)",0,21,70,21,70,"",0,0,4.52659630896279e-21,20.3442282350403
"564","PANDEMRIX (D1)","STAMARIL (D28)",2,19,38,21,40,"IRF9, MYD88",9.52,5,1.50291834329132e-13,12.823064614903
"565","PANDEMRIX (D1)","STAMARIL (D3)",7,14,316,21,323,"CD86, IRF7, IRF9, MYD88, STAT1, TAP1, TLR7",33.33,2.17,5.46972140616186e-20,19.2620347933828
"566","PANDEMRIX (D1)","STAMARIL (D60)",4,17,80,21,84,"CD86, NOD2, TAP1, TLR7",19.05,4.76,7.48499670680774e-16,15.1258083863985
"567","PANDEMRIX (D1)","STAMARIL (D7)",9,12,474,21,483,"CD86, HLA-DRB4, IRF7, IRF9, MYD88, NOD2, STAT1, TAP1, TLR7",42.86,1.86,7.44180224042187e-19,18.1283218751684
"568","FLUARIX FLUVIRIN (D3)","INFLUENZA (D3)",3,1052,37,1061,40,"G0S2, PER1, SULT1A3",0.28,7.5,9.70799482339624e-66,65.0128704639193
"569","FLUARIX FLUVIRIN (D3)","PANDEMRIX (D3)",0,1055,5,1061,5,"",0,0,9.05221473106013e-14,13.043245152529
"570","FLUARIX FLUVIRIN (D3)","PANDEMRIX (D30)",0,1055,6,1061,6,"",0,0,5.11906582340818e-16,15.2908092860467
"571","FLUARIX FLUVIRIN (D3)","FLUARIX FLUVIRIN (D7)",71,984,777,1061,860,"ATXN7, CD6, CLK4, CYLD, DDX21, DNAJB9, , FUS, HECA, IVNS1ABP, KDM7A, JMJD1C, MAFF, MAPK1IP1L, MEF2D, MTAP, OGT, OSM, PDE4D, PDZD8, PPM1A, PRPF4B, RBBP6, RBM33, RICTOR, RLIM, SCAF11, SMC4, SPTY2D1, SRSF1, SUB1, VEGFA, WTAP, ZBTB10, ZBTB43, AK2, ANKRD17, HIKESHI, C15orf39, CLN5, COPZ1, CPSF2, DICER1, ECHDC1, EDEM3, ELP3, FKBP15, FLI1, G3BP1, GART, GIMAP1, GTF2H1, HAVCR2, KDELR2, KIF3B, MAP3K7, MCTS1, OGFOD1, PBRM1, PFDN6, PIGF, PLPBP, QKI, SLC26A2, SNAPC5, SNX19, TAPBPL, TMBIM4, TMED9, TMEM19, TXNDC15",6.69,8.26,0,0
"572","FLUARIX FLUVIRIN (D3)","INFLUENZA (D7)",5,1050,67,1061,72,", OSM, THBD, SLX1A, SULT1A3",0.47,6.94,1.70426145329411e-102,101.768463778693
"573","FLUARIX FLUVIRIN (D3)","PANDEMRIX (D7)",0,1055,33,1061,33,"",0,0,8.76643812681874e-64,63.0571768280803
"574","FLUARIX FLUVIRIN (D3)","INACTIVATED INFLUENZA (D0)",1,1054,4,1061,5,"REEP5",0.09,20,9.59534761492378e-11,10.0179392872642
"575","FLUARIX FLUVIRIN (D3)","FLUZONE (D1)",0,1055,12,1061,13,"",0,0,2.34058566303559e-28,27.6306754595129
"576","FLUARIX FLUVIRIN (D3)","FLUZONE (D30)",0,1055,16,1061,16,"",0,0,7.81420793871295e-36,35.1071150362346
"577","FLUARIX FLUVIRIN (D3)","FLUZONE (D7)",2,1053,21,1061,23,"CXCR4, CTBP2",0.19,8.7,3.37839385524138e-42,41.4712897214947
"578","FLUARIX FLUVIRIN (D3)","FLUMIST (D3)",304,751,934,1061,1245,"AAK1, AFF4, AKAP8, AP1G1, AP3M2, ARID3B, BMAL1, ATG16L1, ATL2, ATP2B1, ATXN7, BBX, BCLAF1, BHLHE40, BRD7, BTG3, RGCC, HMCES, CCDC186, CEP95, CCNL1, CDC42, CDK11A, CDK12, CDR2, CHD2, CHD7, CLDND1, CLK1, CLK4, CWC25, CYLD, DCP1A, DDX24, DIP2B, DNAJB1, EBLN2, EIF2AK3, , FASTKD2, FBXO3, LINC-PINT, GATA3, GGNBP2, GOLGA4, GPRASP1, H2AZ2, HABP4, HBP1, HERC3, HNRNPD, HNRNPH3, IFRD1, IGF1R, IVNS1ABP, JAK1, JMJD1C, JMY, JOSD1, KDM3A, KRAS, LRP10, LUC7L2, MAFF, MARCHF6, MED23, MGAT5, OGA, MSI2, MYLIP, NDUFAF5, NOP58, NUP153, NXT1, OSBP, PDCD4, PDE4D, PDZD8, PER1, PHF1, PHF10, PHF3, PIGA, PLK3, PNISR, POLR3E, PPIL4, PPM1A, PPM1B, PPP1R16B, PPP2CA, PPP2R5C, PRDM2, PTBP2, PTS, PURB, RAB11FIP2, RANBP2, RAPGEF2, RBBP6, RBM33, RBM39, RBM8A, RELL1, RGPD5, RGPD6, RGPD8, RHOH, RICTOR, RNF10, RNF103, RORA, RYK, SAR1A, SERINC1, SFPQ, SREK1, SLC25A28, SLC25A36, SMC4, SON, SORL1, SPOCK2, SPTAN1, STAM, STK35, SUPV3L1, SYNCRIP, SYTL3, TMEM41B, TNFAIP3, TRAPPC10, TSPYL2, UBAP2L, UBE2B, USP16, USP36, VEGFA, WDR26, WDR33, WTAP, YTHDC1, ZBTB11, ZC3H12A, ZDBF2, ZEB1, ZFYVE27, ZNF274, ZNF430, ZNF746, ZRANB1, ADAP2, AGPS, AIF1, AK2, ALDH3A2, ALDH9A1, AP1S2, AP2S1, ARRB1, ARSD, ASH2L, ASXL2, ATP6V1B2, ATP6V1C1, B3GALT6, BANF1, BLVRA, SPTSSA, HYPK, GATD3, KIAA0930, TRIQK, CASP1, CBL, COA3, CD36, CD86, CHMP4A, CLCN3, CLN5, CLTA, COMMD8, CORO1C, CREBL2, CSTB, CTBP2, CTNND1, CTSC, CYFIP1, DAPK1, DICER1, DNAJB6, DPP8, DRG1, DYNC1I2, DYNLL1, ECHDC1, EPB41L3, EXOSC1, RMDN1, FBP1, FCER1G, FGD4, FKBP15, FUCA1, GALC, SLX1B, GLRX, GNS, GPBAR1, GRSF1, PUDP, HMGN4, HTATIP2, HVCN1, IFI16, IL10RB, IL17RA, ILK, KCNE3, LAIR1, LSM10, LTA4H, MAPK1, MARCHF1, MAT2B, MED13, MESD, METTL7A, MGST3, MKKS, MLX, MRM2, MRPL20, MRPL51, MRPS11, MRPS18C, MS4A4A, MS4A6A, MYCBP, NAAA, NAGA, NDUFB3, NDUFB5, NSL1, NUDT22, OGFOD1, ORMDL2, OCA2, PCMT1, PDHB, PDLIM5, PECAM1, PGLS, PGM2, PIK3AP1, PLAC8, PMVK, PPA2, PPID, PPP1R7, PRAM1, PLPBP, PSMB2, QKI, RAB10, RAB27A, RAB8A, RASSF4, RDH11, REEP5, RNF20, RNF5, SDHC, SEC22B, SEC23IP, SERF2, SLC7A7, SLX1A, SNX27, SPTLC2, STX7, SUCLG1, SYK, TBXAS1, TCF7L2, TIMM8B, TINF2, TLR8, TMBIM4, TMED9, TMEM126B, TMEM19, TMPO, TMX1, TOR1A, TPI1, TPST2, TRAPPC3, TRIM69, UBE2L3, VPS41, VRK2",28.65,24.42,5.39699068172633e-298,297.267848331773
