Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
LEUKOCYTES,INNATE IMMUNE SYSTEM,0.594,958,375,279,7419,4113,"MAP3K8, IL23A, CCL5, CD83, NFKBID, FUT7, CTGF, TNF, VCAM1, ICAM1, SAMSN1, RELB, NFKB2, EBI3, BCL3, IL1RN, NFKBIA, BIRC3, PRKCD, LTB, TNIP3, CD1E, CD1B, CD1C, CD1A, CSF1R, IL1R2, CSF2RA, ANPEP, CD9, IL1R1, CD38, DDX58, IRF7, PLSCR1, C1QC, IFIH1, SERPING1, DDX60, C2, IGKC, RSAD2, CXCL2, RGL1, CD86, RIN2, SLAMF8, IL4I1, ATP1B1, PLXDC2, CSF2RB, TNFAIP6, HESX1, CCL8, MX2, DOCK4, PDGFRL, MGST1, IFNGR2, IFIT3, IFIT2, IFIT1, HLX, CCL20, ST3GAL6, RBM47, IFI27, DAPK1, PRRG4, PDGFC, PARP9, LAMP3, CXCL11, DSE, IL18, BCL2A1, FAM20C, PRKAR2B, HERC5, SIGLEC1, ATF3, CLEC10A, B3GNT5, PGD, JAG1, FCER1A, EMILIN2, CLEC5A, CA2, CTSB, ADAM9, RRAGD, TACSTD2, CTSL1, GGTA1, DAB2, CAPG, AGPAT9, TM2D2, PPAP2B, SLC7A8, KMO, CD58, LRFN4, CCRL2, CD151, ADAM12, TM7SF4, SLC36A1, PDCD1LG2, PSEN2, GPR137B, C19orf28, TMEM158, PTGFRN, SLC6A6, SPINT2, LRP11, FZD5, TSPAN33, DIRC2, ALCAM, GJB2, GPNMB, ABHD12, EMP1, TFRC, HLA-DQB1, LHFPL2, COLEC12, SUCNR1, TMEM51, TGFA, SLC38A6, ITPRIPL2, CALCRL, CLDN23, ATP1B2, GRINA, FPR3, RAMP1, TREM2, SRD5A3, SLC41A2, FAM70A, LAMP2, ABCC3, DENND1B, P2RY6, NRP1, NRP2, CXCL16, CRIM1, GPR157, OLR1, CD274, SDC2, SLCO2B1, SLC7A11, ABCA6, MSR1, ACE, AGPAT3, SLC1A3, HLA-DQA1, TNFRSF11A, SERINC5, IGSF6, TSPAN15, STAB1, IFNGR1, FZD1, CCDC90A, LPCAT2, SFXN3, ENG, MFSD1, TTYH3, TMEM144, PLXND1, SLC27A3, ITGAX, SLC26A11, PLD3, HLA-DMA, CH25H, ANTXR2, SLC31A2, TNFSF13B, LY75, CD80, TMCC3, SLCO5A1, F11R, TTYH2, ITGB8, RNF144B, SGPP2, NINJ1, CD40, IL3RA, TMEM140, KITLG, SLC43A2, IL13RA1, IFI6, LRRC32, ELOVL7, EREG, TNFSF13, MYCL1, EPB41L3, DPYSL2, RTN1, FES, LGALS3, HCK, APLP2, LGALS1, FXYD6, KCNE3, FAM198B, HSPA6, LAT2, CD33, TIMP2, CD36, TNFSF12-TNFSF13, C5AR1, MARCH1, FCGR1B, FCGR1A, SLC15A3, S100A11, MS4A7, MAFB, S100A12, CPPED1, TYROBP, FGR, PLA2G7, IRAK3, LYN, PYGL, SIRPA, FCAR, CRISPLD2, RNASE2, TBXAS1, PLBD1, HK3, FPR2, NOD2, IFI30, AQP9, IMPA2, LRP1, TMEM176A, CSF3R, RBP7, CACNA2D3, MS4A4A, HPSE, KCTD12, SMPDL3A, LST1, SYK, SECTM1, TLR2, CD163, BST1, TLR4, GLT1D1, TREM1, TLR8, FBP1, CD1D, SLC7A7, EMR2, RASSF4, LY86, PLXNB2, LILRB3, LILRB2, LILRB1, CLEC7A, QPCT, RNF130, PILRA, NFE2, TNS3, HNMT, GCA, FCN1, TFEC, VNN2, VNN3, TLR5, NCF1C, GAS2L1, GRN, BLVRB, MS4A6A, CD93, TNFAIP2, CD14, ITGAM, SIRPB1, SORT1, AIF1, BTK, NCF2, NCF1, CCR1, CD302, PTAFR, P2RY13, FCER1G, SPI1, CYP1B1, NLRP3, SCPEP1, ADAP2, S100A9, S100A8, CST3, KIAA0513, MTMR11, CSTA, RXRA, ASGR1, ASGR2, LGALS2, PRAM1, KIAA1598, CDA, SGK1, LMO2, ALDH2, FGL2, CLEC4E, CTSH, CYFIP1, MPEG1, PLAUR, NLRP12, MEGF9, APOB48R, F13A1, ALDH1A1, SERPINA1, CEBPA, KYNU, RAB32, RAB31, CEBPD, SEPX1, SIGLEC7, SULF2, MYOF, KLF4, FPR1, MNDA, FCGRT, ALOX5, NRGN, FCGR2A, CYBB, PADI2, CPVL, DMXL2, AOAH, CHST15, CFD, SLC11A1, CLEC4A, ZNF467, TYMP, SIGLEC9, LILRA6, TGFBI, LILRA5, LILRA2, LILRA3, CFP, LILRA1, RARA, FOS, FZD2, PTGS2, IL8, CXCL1, DRAM1, G0S2, SOD2, BASP1, MARCKS, FAM129A, IL1B, CEBPB, DUSP6, MAML3, IER3, GPR109B, BCL6, EMR1, AMICA1, DOCK5, CD4, LY96, ARHGEF10L, LTBR, TNFRSF1B, LRRK2, DPYD, MGAM, PTX3, LYZ, DOK3, CARD9, EVI5, MYO1F, FGD4, HHEX, HAL, DYSF, RNASE6, SLC24A4, VNN1, NAIP, RHOU, CD68, CXCR2, NACC2, SMARCD3, PADI4, TMEM176B, SAMHD1, CTSS, ACPP, F5, STEAP4, C19orf59, ACSL1, PAK1, C1orf162, MOSC1, TLR1, PID1, HLA-DMB, MPP1, MCTP1, S1PR3, SLC16A3, NFAM1, APCDD1, PECAM1, CYBRD1, HLA-DRB4, TNFSF12, CLEC12B, CLEC12A, LPPR2, MARCO, C10orf54, TMEM71, SLC46A2, KCNQ1, MBOAT7, GPER, TNFRSF10B, CCR2, AGTRAP, CECR6, IL6R, TMEM154, LRRC33, TMTC2, ABCA1, SPNS1, P2RX1, VSTM1, BRI3, TMEM55A, PYCARD, GLIPR1, PTGIR, P2RY2, SLC40A1, ANO10, PTPRE, GPR133, IL10, MMP19, IL6, LAMC2, MMP9, EDN1, SFN, LAMB3, GSN, LIN7A, MYH10, PTGS1, EHD3, PCSK6, CHI3L1, EGF, ITGA2B, MMRN1, THBS1, SPARC, SLC8A1, PDGFA, ITGB3, PROS1, TF, CLU, CXCL12, ACTN1, FKBP1B, TLR7, SNCA, SELP, NCF4, EMR3, FCGR3A, S100P, FCGR3B, TNFRSF10C, MGC31957, CYP4F3, MXD1, DGAT2, RGL4, REPS2, CXCR1, KRT23, KCNJ15, LRRC4, CREB5, CMTM2, MANSC1, FFAR2, RNF24, LRG1, ST6GALNAC2, ORM1, MME, PROK2, PFKFB4, SLC22A4, GPR97, ALPL, GNG10, CCR3, F2RL1, NPL, ARAP3, DENND3, BTNL8, FRAT2, TSPAN2, BEST1, FLJ10357, TGFBR3, KLRB1, KLRD1, TBX21, PTGDR, CD247, NLRC3, GPR56, MYBL1, ARL4C, KLRF1, STAT4, PLEKHF1, IL18RAP, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, CTSW, CST7, ZAP70, KLRC1, PRKCH, S1PR5, CLIC3, TRD@, GNLY, SH2D2A, FASLG, PRF1, PRKCQ, GIMAP7, GZMA, IL2RB, HOPX, ITK, GZMB, NKG7, CD96, GZMM, GZMH, KLRK1, SLAMF7, TRA@, TARP, CD7, KIR2DL2, KIR2DS4, KIR2DS5, KIR2DS2, KIR2DS3, KIR2DS1, KIR3DL1, KIR2DL5A, KIR3DL3, KIR2DL3, KIR2DL1, PVRIG, KIR2DL4, KIR3DS1, CARD11, CD244, KLRC3, PPP1R16B, RASGRP1, CCL4, CX3CR1, GPR18, TIGIT, C1orf21, GIMAP6, TRGC2, MATK, PTPN4, PDGFRB, TNFSF11, IL12RB2, TNFSF14, SLC7A5, ADRB2, ATP9A, TIE1, NCAM1, ELOVL6, PTGER2, SLCO4C1, GPR82, ENPP5, IL18R1, NCR1, DLL1, TMEM64, CD97, SYNGR3, RARRES3, KIT, ATP8B4, GPR114, HAVCR2, LRRC25, GPBAR1, SIGLEC16, SLC2A6, MS4A14, ELANE, GRAP2, CD19, CIITA, SLC27A2, HMGB2, HLA-DRA, DEFA4, DEFA1, CTSG, CRISP3, AZU1, MEF2C, LCN2, BPI, CAMP, FCGR2C, PRTN3, CD3E, CD3G, CR1, CD177, HLA-DOA, NLRC4, ANXA3, RNASE3, SLA2, UBASH3A, TRAT1, CCL2, CCL1, CCL7, CCL23, IFNG, CXCL10, CXCL3, CXCL5, CXCL6, CCL18, CXCL9, CXCR4, IL15, CTLA4, IL1A, ADARB1, TAP1, EIF2AK2, APOBEC3A, OASL, OAS1, OAS3, SP100, HLA-E, TAC1, B2M, DEFB1, H2BC10, DEFA3, WFDC13, DEFA6, WFDC11, H2BC12L, RPL39, WFDC3, PI3, FAU, DEFA5, WFDC9, WFDC10B, DEFB131A, HAMP, CXCL8, RPS19, REG3G, PF4V1, F2, ITGA1, ITGA4, IFNA8, NOTCH2, GATA3, IFNE, PSMB10, TFEB, GPR183, RBPJ, NOTCH1, HLA-C, VAV1, HLA-DOB, HLA-DPA1, CCR7, C7, CCL4L1, C1R, CCL24, SERPINB9, CEBPG, CR2, IFITM2, IL10RB, WAS, IL13, PIK3CG, HLA-DRB3, MAP4K2, TYK2, CCL3L1, TRIM22, C6, FCGR2B, RAET1L, CCL3, IRF8, GBP6, GBP2, HLA-F, RAET1G, IFITM3, CX3CL1, ITGB6, HLA-G, IL2, C1QBP, BAG6, STMP1, LGALS9, P0DOX3, THEMIS, CD55, CLEC6A, RNF135, HK1, JAGN1, TMEM33, TRIM23, SPIRE1, ENDOD1, PRKDC, PRKCE, CASP4, C1S, SLC15A4, CFB, XRCC6, XRCC5, GBP1, CFH, ADAR, ACOD1, SFTPD, RIGI, SARM1, TRIM26, MBL2, PSMB8, KLRC2, NMB, NLRC5, BPIFC, TAP2, TRIM65, HMGB1, CSK, TREML4, CSF1, USP14, APOBEC3H, TAX1BP1, CD160, PELI3, HEXIM1, TNFAIP8L2, SFPQ, APOBEC3F, RNF19B, NLRP2B, MST1R, MASP2, C4A, MAVS, TIRAP, LBP, SIRT2, DAB2IP, MIF, STING1, PLPP6, IL34, IRGM, SSC5D, NLRP10, IL27, DHX9, CD46, MASP1, SUSD4, ARID5A, IL31RA, NLRP9, MMP3, C4B, IRF1, MATR3, JAML, IL23R, PML, LACC1, NLRX1, OAS2, ZNF683, TICAM2, OTUD4, IFITM1, BTLA, ARG2, JAK3, ZC3HAV1, TARM1, PARP1, MCOLN2, GBP7, USP27X, NLRP6, METTL3, GP2, BST2, MX1, SRC, C4BPB, TTC4, CGAS, TBKBP1, BCL10, GSDMD, LILRA4, ERAP2, TICAM1, AXL, LAG3, CD6, IFI35, PRDX1, PRDX2, SCNN1B, PPIA, CORO1A, BAX, PDE4B, SELL, IFNL2, IFNLR1, NF1, ZBP1, AIM2, FCGR1A /// FCGR1C, TLR6, MYD88, KCNJ2, WDFY3, PCTP, AP1S2, DHX58, TRIM25, ISG15, USP18, RIPK2, CASP1, SBNO2, FN1, PDGFRA, TNFAIP3, COL3A1, A2M, CCL3 /// CCL3L1 /// CCL3L3, C3, ZNF423, SOCS2, MAPK14, CISH, TRIB1, TRAF1, ADORA2A /// CYTSA, GCH1, HS3ST3B1, NFKB1, DUSP1",12.91,23.29,2.8480533989545386e-36,35.54545187224941
LEUKOCYTES,LYMPHOCYTE,0.053,70,1263,0,7419,210,"IL23A, CTGF, CD1B, CD9, RGL1, SH2D2A, CD7, CCL4, KIT, SAMD13, BANK1, CSRP2, MAL, VPREB1, VPREB3, CD19, RNF150, TCL1A, OGN, CHI3L2, FAM69B, ACCN2, GH1, STK32B, MEF2C, ACPL2, GXYLT2, GAB1, LOC284757, PTK2, LOC100130458, EBF1, DHCR24, FKBP14, PSD3, ADCY9, CD3E, CD3G, LARGE, ICOSLG, SH2D1A, CD2, VSIG10, NDST3, NAV1, SCD, ELOVL4, FAM150B, UBASH3A, TRAT1, LRP12, CSF3, CTLA4, FCER2, CAMK2D, OSM, IGHD, BLK, CD200, IL1A, CD79A, CD28, DTX3, ADARB1, PRKCZ, CLIP4, GPM6B, LOC100132741, NTRK2, HHIP",0.94,33.33,1,-0
LEUKOCYTES,MACROPHAGE,0.014,19,1314,16,7419,105,"CCL5, LGALS3, SYK, TLR4, SLC11A1, CCR2, FCGR3A, AZU1, CCL2, HAMP, IL13, CCL3, PRKCE, SFTPD, CSF1, LBP, MCOLN2, TICAM1, IFI35",0.26,18.1,7.721971968383547e-28,27.112271779246345
LEUKOCYTES,MAST CELL,0.008,11,1322,13,7419,72,"FCER1A, KITLG, S100A12, SYK, BTK, RASGRP1, KIT, SERPINB9, PIK3CG, SLC15A4, NF1",0.15,15.28,3.4610636274128116e-25,24.460790416660718
LEUKOCYTES,MONOCYTE,0.248,332,1001,5,7419,1029,"CCL5, IL1RN, PRKCD, CSF1R, IL1R2, CSF2RA, ANPEP, CD86, RIN2, PLXDC2, CCL8, MGST1, IFNGR2, CCL20, ST3GAL6, RBM47, PDGFC, PGD, FCER1A, EMILIN2, AGPAT9, IGSF6, STAB1, FZD1, MFSD1, PLXND1, ITGAX, SLC31A2, TNFSF13B, NINJ1, IL13RA1, TNFSF13, MYCL1, EPB41L3, DPYSL2, RTN1, FES, LGALS3, HCK, APLP2, LGALS1, FXYD6, KCNE3, FAM198B, HSPA6, LAT2, CD33, TIMP2, CD36, TNFSF12-TNFSF13, C5AR1, MARCH1, FCGR1B, FCGR1A, SLC15A3, S100A11, MS4A7, MAFB, S100A12, CPPED1, TYROBP, FGR, PLA2G7, IRAK3, LYN, PYGL, SIRPA, FCAR, CRISPLD2, RNASE2, TBXAS1, PLBD1, HK3, FPR2, NOD2, IFI30, AQP9, IMPA2, LRP1, TMEM176A, CSF3R, RBP7, CACNA2D3, MS4A4A, HPSE, KCTD12, SMPDL3A, LST1, SYK, SECTM1, TLR2, CD163, BST1, TLR4, GLT1D1, TREM1, TLR8, FBP1, CD1D, SLC7A7, EMR2, RASSF4, LY86, PLXNB2, LILRB3, LILRB2, LILRB1, CLEC7A, QPCT, RNF130, PILRA, NFE2, TNS3, HNMT, GCA, FCN1, TFEC, VNN2, VNN3, TLR5, NCF1C, GAS2L1, GRN, BLVRB, MS4A6A, CD93, TNFAIP2, CD14, ITGAM, SIRPB1, SORT1, AIF1, BTK, NCF2, NCF1, CCR1, CD302, PTAFR, P2RY13, FCER1G, SPI1, CYP1B1, NLRP3, SCPEP1, ADAP2, S100A9, S100A8, CST3, KIAA0513, MTMR11, CSTA, RXRA, ASGR1, ASGR2, LGALS2, PRAM1, KIAA1598, CDA, SGK1, LMO2, ALDH2, FGL2, CLEC4E, CTSH, CYFIP1, MPEG1, PLAUR, NLRP12, MEGF9, APOB48R, F13A1, ALDH1A1, SERPINA1, CEBPA, KYNU, RAB32, RAB31, CEBPD, SEPX1, SIGLEC7, SULF2, MYOF, KLF4, FPR1, MNDA, FCGRT, ALOX5, NRGN, FCGR2A, CYBB, PADI2, CPVL, DMXL2, AOAH, CHST15, CFD, SLC11A1, CLEC4A, ZNF467, TYMP, SIGLEC9, LILRA6, TGFBI, LILRA5, LILRA2, LILRA3, CFP, LILRA1, RARA, FOS, FZD2, PTGS2, IL8, CXCL1, DRAM1, G0S2, SOD2, BASP1, MARCKS, FAM129A, IL1B, CEBPB, DUSP6, MAML3, IER3, GPR109B, BCL6, EMR1, AMICA1, DOCK5, CD4, LY96, ARHGEF10L, LTBR, TNFRSF1B, LRRK2, DPYD, MGAM, PTX3, LYZ, DOK3, CARD9, EVI5, MYO1F, FGD4, HHEX, HAL, DYSF, RNASE6, SLC24A4, VNN1, NAIP, RHOU, CD68, CXCR2, NACC2, SMARCD3, PADI4, TMEM176B, SAMHD1, CTSS, ACPP, F5, STEAP4, C19orf59, ACSL1, PAK1, C1orf162, MOSC1, TLR1, PID1, HLA-DMB, MPP1, MCTP1, S1PR3, SLC16A3, NFAM1, APCDD1, PECAM1, CYBRD1, HLA-DRB4, TNFSF12, CLEC12B, CLEC12A, LPPR2, MARCO, C10orf54, TMEM71, SLC46A2, KCNQ1, MBOAT7, GPER, TNFRSF10B, CCR2, AGTRAP, CECR6, IL6R, TMEM154, LRRC33, TMTC2, ABCA1, SPNS1, P2RX1, VSTM1, BRI3, TMEM55A, PYCARD, GLIPR1, PTGIR, P2RY2, SLC40A1, ANO10, PTPRE, GPR133, XCL1, CCL4, CTSG, AZU1, CCL2, CCL1, CCL7, CCL23, CCL18, RPS19, CCL4L1, CCL24, CCL3L1, CCL3, CX3CL1, P0DOX3, CSF1, JAML",4.47,32.26,9.912281143499564e-4,3.0038263884985272
LEUKOCYTES,MYELOID CELL,0.056,75,1258,0,7419,225,"IL23A, IL1RN, CSF1R, CD86, CLEC5A, SLC1A3, IGSF6, SLC15A3, KCTD12, SECTM1, TLR4, TLR8, CD1D, SLC7A7, TLR5, CD14, CCR1, FCER1G, NLRP3, MTMR11, ASGR1, PRAM1, MPEG1, SIGLEC7, SULF2, MYOF, CHST15, CLEC4A, LILRA1, MARCKS, BCL6, AMICA1, HHEX, RNASE6, SLC24A4, F5, MARCO, CCR2, IL10, MMP19, IL6, LAMC2, MMP9, EDN1, SFN, LAMB3, GSN, LIN7A, MYH10, PTGS1, EHD3, PCSK6, CHI3L1, EGF, ITGA2B, MMRN1, THBS1, SPARC, SLC8A1, PDGFA, ITGB3, PROS1, TF, CLU, CXCL12, ACTN1, FKBP1B, TLR7, SNCA, SELP, LRRC25, GPBAR1, SIGLEC16, SLC2A6, MS4A14",1.01,33.33,1,-0
LEUKOCYTES,NEUTROPHIL,0.096,130,1203,21,7419,462,"CCL5, PRKCD, CXCL2, CCL8, CCL20, ACE, LGALS3, HSPA6, C5AR1, S100A12, TYROBP, PYGL, FCAR, FPR2, IMPA2, CSF3R, SYK, GLT1D1, TREM1, NFE2, VNN2, VNN3, BTK, PTAFR, FCER1G, CDA, NLRP12, SEPX1, FPR1, FCGR2A, CFD, LILRA2, CXCL1, G0S2, BASP1, GPR109B, MGAM, CXCR2, STEAP4, PECAM1, MBOAT7, CCR2, IL6R, SLC40A1, LIN7A, CHI3L1, NCF4, EMR3, FCGR3A, S100P, FCGR3B, TNFRSF10C, MGC31957, CYP4F3, MXD1, DGAT2, RGL4, REPS2, CXCR1, KRT23, KCNJ15, LRRC4, CREB5, CMTM2, MANSC1, FFAR2, RNF24, LRG1, ST6GALNAC2, ORM1, MME, PROK2, PFKFB4, SLC22A4, GPR97, ALPL, GNG10, CCR3, F2RL1, NPL, ARAP3, DENND3, BTNL8, FRAT2, TSPAN2, BEST1, FLJ10357, IL18RAP, XCL1, CCL4, ELANE, CTSG, AZU1, CAMP, PRTN3, CD177, ANXA3, CCL2, CCL1, CCL7, CCL23, CXCL3, CXCL5, CXCL6, CCL18, CXCL9, IL15, CXCL8, PF4V1, F2, ITGA1, VAV1, CCL4L1, CCL24, PIK3CG, CCL3L1, CCL3, CX3CL1, JAGN1, HMGB1, CSF1, LBP, JAML, MCOLN2, NLRP6, GP2, AXL, SCNN1B, PPIA, PDE4B",1.75,28.14,2.684634244399686e-21,20.571114874381202
LEUKOCYTES,NK CELL,0.09,121,1212,18,7419,432,"CCL5, FCGR3A, FCGR3B, TGFBR3, KLRB1, KLRD1, TBX21, PTGDR, CD247, NLRC3, GPR56, MYBL1, ARL4C, KLRF1, STAT4, PLEKHF1, IL18RAP, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, CTSW, CST7, ZAP70, KLRC1, PRKCH, S1PR5, CLIC3, TRD@, GNLY, SH2D2A, FASLG, PRF1, PRKCQ, GIMAP7, GZMA, IL2RB, HOPX, ITK, GZMB, NKG7, CD96, GZMM, GZMH, KLRK1, SLAMF7, TRA@, TARP, CD7, KIR2DL2, KIR2DS4, KIR2DS5, KIR2DS2, KIR2DS3, KIR2DS1, KIR3DL1, KIR2DL5A, KIR3DL3, KIR2DL3, KIR2DL1, PVRIG, KIR2DL4, KIR3DS1, CARD11, CD244, KLRC3, PPP1R16B, RASGRP1, CCL4, CX3CR1, GPR18, TIGIT, C1orf21, GIMAP6, TRGC2, MATK, PTPN4, PDGFRB, TNFSF11, IL12RB2, TNFSF14, SLC7A5, ADRB2, ATP9A, TIE1, NCAM1, ELOVL6, PTGER2, SLCO4C1, GPR82, ENPP5, IL18R1, NCR1, DLL1, TMEM64, CD97, SYNGR3, RARRES3, KIT, ATP8B4, GPR114, HAVCR2, IL15, HLA-E, IFNA8, GATA3, IFNE, CEBPG, PIK3CG, RAET1G, IL2, BAG6, LGALS9, KLRC2, RNF19B, AXL, LAG3, PRDX1, CORO1A",1.63,28.01,5.92111930207986e-19,18.22759618841758
LEUKOCYTES,SIGNALING,0.08,108,1225,21,7419,387,"MAP3K8, IL23A, CCL5, CD83, TNF, ICAM1, NFKB2, BCL3, NFKBIA, DDX58, IRF7, PLSCR1, IFIH1, SERPING1, DDX60, RSAD2, CXCL2, TNFAIP6, CCL8, IFIT1, CCL20, PARP9, CXCL11, BCL2A1, HERC5, FCER1A, CCRL2, HCK, TIMP2, CCR1, RARA, IL8, CXCL1, G0S2, IL1B, DUSP6, BCL6, PTX3, CARD9, IL10, IL6, LAMC2, SFN, TF, CXCL12, XCL1, SLAMF7, CCL4, ELANE, ANXA3, CCL2, CCL1, CCL7, PF4, PPBP, CCL23, IFNG, CXCL10, CXCL13, CXCL3, CCL13, CXCL5, CXCL6, CCL18, CCL19, CXCL9, ANXA1, CCR5, DOCK2, CXCR6, CXCR4, IL7R, IL2RA, LIF, IL15, CSF2, CSF3, IL15RA, IL1A, TAP1, OAS1, OAS3, IFNA8, CCR7, PML, IFITM1, PDE4B, DHX58, USP18, SBNO2, FN1, PDGFRA, TNFAIP3, COL3A1, A2M, CCL3 /// CCL3L1 /// CCL3L3, C3, ZNF423, SOCS2, MAPK14, CISH, TRIB1, TRAF1, ADORA2A /// CYTSA, GCH1, HS3ST3B1, NFKB1, DUSP1",1.46,27.91,7.5571712833566e-23,22.12164073438225
LEUKOCYTES,T CELL,0.129,201,1132,231,7419,1500,"MAP3K8, IL23A, CCL5, CD83, NFKBID, FUT7, TNF, VCAM1, RELB, BCL3, LTB, CD1C, CD86, CCL20, ATF3, JAG1, FCER1A, CD151, DENND1B, CD80, KITLG, LGALS1, TYROBP, IFI30, SYK, TLR4, CD1D, LILRB3, LILRB2, LILRB1, BTK, FCER1G, SPI1, CTSH, CHST15, SLC11A1, FOS, CEBPB, BCL6, CD4, CCR2, IL6R, SLC40A1, IL10, CXCL12, FKBP1B, F2RL1, BTNL8, KLRB1, CD247, NLRC3, STAT4, PLEKHF1, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, ZAP70, KLRC1, PRKCH, TRD@, GNLY, FASLG, PRF1, PRKCQ, GIMAP7, GZMA, IL2RB, HOPX, ITK, GZMB, NKG7, CD96, GZMM, GZMH, KLRK1, SLAMF7, TRA@, TARP, CD7, RASGRP1, TIGIT, GIMAP6, TRGC2, IL18R1, KIT, GPR114, CAMK4, LAT, MAL, GRAP2, HLA-DRA, DEFA4, DEFA1, HNRPLL, CHI3L2, CD3E, CD3G, CR1, SH2D1A, CD2, BCL11B, MYB, SLA2, UBASH3A, TRAT1, CCL2, IFNG, CCR5, CXCR6, IL7R, IL2RA, IL15, CTLA4, CD28, HLA-E, B2M, BCAR1, ITGA4, IFNA8, IL7, GATA3, IFNE, MS4A1, BCL2, PSMB10, GPR183, NOTCH1, RAG1, VAV1, IL2RG, CCR7, ETS1, TNFSF8, CR2, TCF7, TNFSF4, WAS, PIK3R1, IL32, PIK3CG, HLA-DRB3, SPN, FAS, CD70, SMAD3, CCL3, CD8B, PTGER4, CXCR3, IL2, CD40LG, CLEC4G, TNFRSF4, CTSC, IL4R, ITGB7, TXK, THEMIS, BTN3A2, MYO1G, PRKDC, CD81, TEC, CTPS1, TAP2, HMGB1, CSK, CD160, TNFAIP8L2, CD46, IRF1, JAML, ZNF683, JAK3, THEMIS2, SKAP1, VTCN1, SRC, IDO1, CRTAM, BCL10, LILRB4, LAG3, CD6, PRDX2, S1PR1, CORO1A, MDK, BAX, PDE4B, SELL, MYH9, MSN, LEP, RORC, RC3H1, SPNS2, MAPK14",2.71,13.4,2.1391119925765468e-155,154.66976647747393
