"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"ADAPTIVE IMMUNE RESPONSE","TRGC2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV8","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV9","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV10","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRGV11","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TSC1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LAT2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TNFRSF14","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","RIPK2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TNFRSF11A","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","CD84","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TNFSF18","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","CLEC4M","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LILRB5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LILRA1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LILRB3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","RAPGEF4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","BTN3A1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","ICOSLG","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TNFRSF13B","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","PRKD2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LAT","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","LAMP3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","SIT1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TNFRSF21","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGKV1-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGHV8-51-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGHV3-38-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGHV1-38-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGHJ1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGHD1-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDV3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDV2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDV1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDJ1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDD1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRDC","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV30","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV29-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV28","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV27","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV25-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV24-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV23-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV20-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV19","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV18","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV17","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV16","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV14","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV13","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV12-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV12-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV12-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV11-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV11-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV11-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV10-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV10-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV10-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV9","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-9","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-8","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV7-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-9","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-8","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV6-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-8","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV5-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV4-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV4-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV4-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV3-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBV2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBD1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBC2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRBC1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV41","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV40","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV39","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV38-2DV8","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV38-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV36DV7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV35","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV34","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV30","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV29DV5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV27","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV26-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV26-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV25","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV24","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV23DV6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV22","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV21","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV20","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV19","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV18","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV17","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV16","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV14DV4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV13-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV13-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV12-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV12-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV12-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV10","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV9-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV9-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV8-6","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV8-4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV8-3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV8-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV8-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV7","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV5","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV4","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV1-2","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAV1-1","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAJ42","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAJ31","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAJ3","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","TRAC","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV11-55","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV10-54","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV9-49","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV8-61","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV7-46","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV7-43","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV6-57","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV5-52","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV5-48","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
"ADAPTIVE IMMUNE RESPONSE","IGLV5-45","Adaptive Immune response","Adaptive","General","Lymphocyte","GO:0002250",330
