Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
"BBIBP (V3, D14)","BBIBP (V3, D28)",6,44,13.64,3.3463273505943693e-7,6.475431576941193
"BBIBP (V3, D14)","BNT (V2, D1)",2,44,4.55,4.871472763469384e-62,61.31233972125909
"BBIBP (V3, D14)","BNT (V3, D1)",5,44,11.36,7.58826242086617e-55,54.11985765854729
"BBIBP (V3, D14)",BNT-I (D1),4,44,9.09,1.1306736680337824e-69,68.94666272188466
"BBIBP (V3, D14)","BNT-I (D10, mild)",4,44,9.09,1.0913789651744148e-93,92.96202442089987
"BBIBP (V3, D14)","BNT-I (D10, severe)",10,44,22.73,1.4572436198939789e-77,76.83646783743305
"BBIBP (V3, D14)",BNT-I (D3),6,44,13.64,7.068505210864516e-57,56.15067241750576
"BBIBP (V3, D14)","BNT-MO (V3, D1)",6,44,13.64,1.581648610404513e-62,61.80088999587824
"BBIBP (V3, D14)","ChAd (V1, D3)",2,44,4.55,1.494564996122796e-65,64.82548519347603
"BBIBP (V3, D14)","ChAd (V2, D1)",3,44,6.82,4.746962717310238e-65,64.32358417922119
"BBIBP (V3, D14)","ChAd-BNT (V2, D3)",2,44,4.55,2.875053351138087e-71,70.54135409188221
"BBIBP (V3, D14)","ChAd-BNT (V2, D7)",2,44,4.55,1.7905542685162597e-68,67.74701251175904
"BBIBP (V3, D14)","ChAd-BNT (V3, D1)",6,44,13.64,5.487971531274279e-64,63.26058815018807
"BBIBP (V3, D14)","I (D10, moderate)",6,44,13.64,3.864495697870835e-82,81.41290717184181
"BBIBP (V3, D14)","I (D10, severe)",7,44,15.91,9.784504525828866e-84,83.0094611615386
"BBIBP (V3, D14)","I (D26, severe)",5,44,11.36,7.402534128134758e-89,88.1306195816926
"BBIBP (V3, D14)","I (D51, severe)",7,44,15.91,1.607723767334365e-74,73.79378856791834
"BBIBP (V3, D14)","ZF2001 (V3, D07)",15,44,34.09,1.0653651003859574e-56,55.97250153409338
"BBIBP (V3, D14)","ZF2001 (V3, D14)",13,44,29.55,7.445690546038154e-32,31.128095017666485
"BBIBP (V3, D28)","BBIBP (V3, D14)",6,44,13.64,3.3463273505943693e-7,6.475431576941193
"BBIBP (V3, D28)",BNT-I (D1),2,16,12.5,2.4736032214056324e-30,29.606669962174053
"BBIBP (V3, D28)","BNT-I (D10, mild)",2,16,12.5,8.610766540795313e-39,38.06495818540821
"BBIBP (V3, D28)","BNT-I (D10, severe)",4,16,25,8.719860475885948e-33,32.059490464039634
"BBIBP (V3, D28)",BNT-I (D3),3,16,18.75,6.23969498552856e-25,24.204836639378385
"BBIBP (V3, D28)","I (D10, moderate)",3,16,18.75,1.1792584550882764e-33,32.92839100125142
"BBIBP (V3, D28)","I (D10, severe)",4,16,25,3.835545335091344e-32,31.416172879646272
"BBIBP (V3, D28)","I (D26, severe)",2,16,12.5,4.086090192569431e-38,37.38869205138372
"BBIBP (V3, D28)","I (D51, severe)",3,16,18.75,6.65054199582746e-32,31.17714295977881
"BBIBP (V3, D28)","ZF2001 (V3, D07)",4,16,25,1.9528452140502805e-29,28.709332178293234
"BBIBP (V3, D28)","ZF2001 (V3, D14)",5,16,31.25,3.406341771776428e-16,15.467711779699883
"BBIBP (V3, D28)","ZF2001 (V3, D28)",2,16,12.5,6.783622558242311e-11,10.168538324288019
"BNT (V1, D6)","BNT (V2, D1)",2,9,22.22,0.005555555555555635,2.2552725051033
"BNT (V1, D6)","BNT (V3, D1)",2,9,22.22,0.005791505791505751,2.2372085050255737
"BNT (V1, D6)","ChAd (V1, D6)",2,9,22.22,0.01807228915662642,1.7429868333203948
"BNT (V2, D1)","BBIBP (V3, D14)",2,44,4.55,4.871472763469384e-62,61.31233972125909
"BNT (V2, D1)","BNT (V1, D6)",2,9,22.22,0.005555555555555635,2.2552725051033
"BNT (V2, D1)","BNT (V3, D1)",308,694,44.38,2.1379598181054894e-41,40.670000461399944
"BNT (V2, D1)",BNT-I (D1),14,694,2.02,0,Inf
"BNT (V2, D1)","BNT-I (D10, mild)",144,694,20.75,0,Inf
"BNT (V2, D1)","BNT-I (D10, severe)",175,694,25.22,0,Inf
"BNT (V2, D1)","BNT-I (D26, mild)",25,694,3.6,0,Inf
"BNT (V2, D1)","BNT-I (D26, severe)",4,694,0.58,0,Inf
"BNT (V2, D1)",BNT-I (D3),36,694,5.19,2.580163335832657e-289,288.58835280039125
"BNT (V2, D1)","BNT-MO (V3, D1)",306,694,44.09,8.630702549313218e-95,94.06395385076551
"BNT (V2, D1)","ChAd (V1, D3)",130,694,18.73,1.3643903184606656e-179,178.86506137095185
"BNT (V2, D1)","ChAd (V1, D6)",5,694,0.72,1.3262278388255874e-153,152.87738186006038
"BNT (V2, D1)","ChAd (V1, D7)",12,694,1.73,8.159358576254839e-196,195.08834398067532
"BNT (V2, D1)","ChAd (V2, D1)",303,694,43.66,9.23600709137257e-74,73.03451574230502
"BNT (V2, D1)","ChAd (V2, D3)",5,694,0.72,6.031713872226777e-175,174.21955926837506
"BNT (V2, D1)","ChAd-BNT (V2, D3)",162,694,23.34,3.731016389459649e-195,194.42817284320355
"BNT (V2, D1)","ChAd-BNT (V2, D7)",35,694,5.04,1.1804162e-316,315.92796483655957
"BNT (V2, D1)","ChAd-BNT (V3, D1)",284,694,40.92,5.820041056775705e-117,116.2350739516614
"BNT (V2, D1)","I (D10, moderate)",157,694,22.62,0,Inf
"BNT (V2, D1)","I (D10, severe)",79,694,11.38,0,Inf
"BNT (V2, D1)","I (D26, moderate)",36,694,5.19,0,Inf
"BNT (V2, D1)","I (D26, severe)",80,694,11.53,0,Inf
"BNT (V2, D1)","I (D51, severe)",83,694,11.96,0,Inf
"BNT (V2, D1)","ZF2001 (V3, D07)",62,694,8.93,0,Inf
"BNT (V2, D1)","ZF2001 (V3, D14)",6,694,0.86,1.5499841090245354e-204,203.80967275434477
"BNT (V3, D1)","BBIBP (V3, D14)",5,44,11.36,7.58826242086617e-55,54.11985765854729
"BNT (V3, D1)","BNT (V1, D6)",2,9,22.22,0.005791505791505751,2.2372085050255737
"BNT (V3, D1)","BNT (V2, D1)",308,694,44.38,2.1379598181054894e-41,40.670000461399944
"BNT (V3, D1)",BNT-I (D1),20,708,2.82,0,Inf
"BNT (V3, D1)","BNT-I (D10, mild)",171,708,24.15,0,Inf
"BNT (V3, D1)","BNT-I (D10, severe)",206,708,29.1,0,Inf
"BNT (V3, D1)","BNT-I (D26, mild)",43,708,6.07,0,Inf
"BNT (V3, D1)","BNT-I (D26, severe)",11,708,1.55,3.0419128002816245e-306,305.51685323962533
"BNT (V3, D1)",BNT-I (D3),51,708,7.2,1.3073239613360917e-260,259.8836167787647
"BNT (V3, D1)","BNT-I-BNT (D51, mild)",8,708,1.13,2.993111547854189e-239,238.5238770974883
"BNT (V3, D1)","BNT-I-BNT (D51, severe)",2,708,0.28,9.288100815751611e-123,122.0320730792851
"BNT (V3, D1)","BNT-MO (V3, D1)",379,708,53.53,1.016364215488333e-49,48.992950634146595
"BNT (V3, D1)","ChAd (V1, D3)",136,708,19.21,1.0789675358956763e-167,166.96699162222484
"BNT (V3, D1)","ChAd (V1, D6)",4,708,0.56,3.2925945721518014e-153,152.48246174208407
"BNT (V3, D1)","ChAd (V1, D7)",12,708,1.69,4.8538585291235724e-192,191.31391288579485
"BNT (V3, D1)","ChAd (V2, D1)",248,708,35.03,2.8120905782304968e-98,97.5509706946792
"BNT (V3, D1)","ChAd (V2, D3)",6,708,0.85,7.405526306287653e-170,169.13044407099906
"BNT (V3, D1)","ChAd-BNT (V2, D3)",164,708,23.16,5.732119014931839e-185,184.2416848010047
"BNT (V3, D1)","ChAd-BNT (V2, D7)",44,708,6.21,8.314514729961684e-295,294.08016309295675
"BNT (V3, D1)","ChAd-BNT (V3, D1)",293,708,41.38,8.901593542734603e-103,102.0505322399993
"BNT (V3, D1)","I (D10, moderate)",185,708,26.13,0,Inf
"BNT (V3, D1)","I (D10, severe)",98,708,13.84,0,Inf
"BNT (V3, D1)","I (D26, moderate)",56,708,7.91,0,Inf
"BNT (V3, D1)","I (D26, severe)",98,708,13.84,0,Inf
"BNT (V3, D1)","I (D51, moderate)",3,708,0.42,1.6091394634914873e-66,65.79340631413591
"BNT (V3, D1)","I (D51, severe)",112,708,15.82,0,Inf
"BNT (V3, D1)","ZF2001 (V3, D07)",60,708,8.47,0,Inf
"BNT (V3, D1)","ZF2001 (V3, D14)",7,708,0.99,1.0182157122943142e-198,197.99216020556025
"BNT (V3, D1)","ZF2001 (V3, D28)",2,708,0.28,1.5314127329919743e-54,53.814907746268354
BNT-I (D1),"BBIBP (V3, D14)",4,44,9.09,1.1306736680337824e-69,68.94666272188466
BNT-I (D1),"BBIBP (V3, D28)",2,16,12.5,2.4736032214056324e-30,29.606669962174053
BNT-I (D1),"BNT (V2, D1)",14,694,2.02,0,Inf
BNT-I (D1),"BNT (V3, D1)",20,708,2.82,0,Inf
BNT-I (D1),"BNT-I (D10, mild)",324,1101,29.43,0,Inf
BNT-I (D1),"BNT-I (D10, severe)",439,1101,39.87,0,Inf
BNT-I (D1),"BNT-I (D26, mild)",297,1101,26.98,0,Inf
BNT-I (D1),"BNT-I (D26, severe)",143,1101,12.99,6.480136556287371e-264,263.1884158421206
BNT-I (D1),BNT-I (D3),280,1101,25.43,6.790154320812679e-173,172.16812035533425
BNT-I (D1),BNT-I (D4),70,1101,6.36,1.2232830868110542e-82,81.91247302880724
BNT-I (D1),"BNT-I-BNT (D51, mild)",59,1101,5.36,4.261034422590088e-249,248.3704849573554
BNT-I (D1),"BNT-I-BNT (D51, severe)",18,1101,1.63,6.66115983430698e-123,122.17645014533657
BNT-I (D1),"BNT-MO (V3, D1)",64,1101,5.81,0,Inf
