Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
"I (D26, severe)","BBIBP (V3, D28)",2,16,12.5,4.086090192569431e-38,37.38869205138372
"I (D26, severe)","BNT (V2, D1)",80,694,11.53,0,Inf
"I (D26, severe)","BNT (V3, D1)",98,708,13.84,0,Inf
"I (D26, severe)",BNT-I (D1),405,1101,36.78,0,Inf
"I (D26, severe)","BNT-I (D10, mild)",1867,4448,41.97,0,Inf
"I (D26, severe)","BNT-I (D10, severe)",2266,4635,48.89,0,Inf
"I (D26, severe)","BNT-I (D26, mild)",1322,2593,50.98,0,Inf
"I (D26, severe)","BNT-I (D26, severe)",461,593,77.74,1.1622680832007263e-117,116.9346936881019
"I (D26, severe)",BNT-I (D3),370,664,55.72,1.49720293078336e-267,266.82471933142284
"I (D26, severe)",BNT-I (D4),62,150,41.33,1.1339821508478875e-140,139.94539378128903
"I (D26, severe)","BNT-I-BNT (D51, mild)",165,363,45.45,4.6923633848898696e-238,237.3286083627241
"I (D26, severe)","BNT-I-BNT (D51, severe)",41,113,36.28,2.266071445704666e-125,124.64472640162789
"I (D26, severe)","BNT-MO (V3, D1)",174,1254,13.88,0,Inf
"I (D26, severe)","ChAd (V1, D3)",155,903,17.17,0,Inf
"I (D26, severe)","ChAd (V1, D6)",37,302,12.25,8.569263226889033e-210,209.0670565164959
"I (D26, severe)","ChAd (V1, D7)",117,337,34.72,3.6381613543916667e-202,201.43911804365408
"I (D26, severe)","ChAd (V2, D1)",120,916,13.1,0,Inf
"I (D26, severe)","ChAd (V2, D3)",69,215,32.09,7.063007309743029e-198,197.1510103442827
"I (D26, severe)","ChAd-BNT (V2, D3)",234,1156,20.24,0,Inf
"I (D26, severe)","ChAd-BNT (V2, D7)",245,972,25.21,0,Inf
"I (D26, severe)","ChAd-BNT (V3, D1)",227,1388,16.35,0,Inf
"I (D26, severe)","I (D10, moderate)",1922,3139,61.23,1.26972e-318,317.89629235907364
"I (D26, severe)","I (D10, severe)",2498,4096,60.99,9.904859643498336e-262,261.00415167423813
"I (D26, severe)","I (D26, moderate)",1355,2021,67.05,1.5025085374069788e-273,272.8231830516126
"I (D26, severe)","I (D51, moderate)",28,3979,0.7,7.614445522090936e-47,46.11836171615771
"I (D26, severe)","I (D51, severe)",1375,3979,34.56,0,Inf
"I (D26, severe)",I-BNT-I (D2),2,3979,0.05,9.509873610108923e-10,9.021825254965533
"I (D26, severe)",I-I (D1),6,3979,0.15,3.968738125209631e-76,75.40134755680675
"I (D26, severe)","ZF2001 (V3, D07)",289,3979,7.26,0,Inf
"I (D26, severe)","ZF2001 (V3, D14)",36,3979,0.9,0,Inf
"I (D26, severe)","ZF2001 (V3, D28)",14,3979,0.35,2.243161720928375e-53,52.649139414791996
"I (D51, moderate)","BNT (V3, D1)",3,708,0.42,1.6091394634914873e-66,65.79340631413591
"I (D51, moderate)",BNT-I (D1),10,1101,0.91,3.820894833157523e-66,65.417834915729
"I (D51, moderate)","BNT-I (D10, mild)",28,4448,0.63,5.91307685052215e-48,47.22818647656646
"I (D51, moderate)","BNT-I (D10, severe)",27,4635,0.58,1.3816824983359583e-50,49.859591743548286
"I (D51, moderate)","BNT-I (D26, mild)",26,2593,1,1.533583067004322e-46,45.814292695348556
"I (D51, moderate)","BNT-I (D26, severe)",21,593,3.54,9.032374846029746e-38,37.04419804736916
"I (D51, moderate)",BNT-I (D3),2,664,0.3,6.6276200434488105e-74,73.17864239732022
"I (D51, moderate)",BNT-I (D4),14,150,9.33,7.08946606269225e-28,27.149386472117126
"I (D51, moderate)","BNT-I-BNT (D51, mild)",21,363,5.79,1.3923000305131347e-31,30.856267167343468
"I (D51, moderate)","BNT-I-BNT (D51, severe)",10,113,8.85,3.086689948342985e-28,27.51050699231459
"I (D51, moderate)","BNT-MO (V3, D1)",2,1254,0.16,3.8370198553495353e-81,80.41600595346094
"I (D51, moderate)","ChAd (V1, D3)",2,903,0.22,1.01756968845414e-73,72.99243583834382
"I (D51, moderate)","ChAd (V1, D7)",7,337,2.08,1.3429886000229981e-46,45.87192767383026
"I (D51, moderate)","ChAd (V2, D1)",2,916,0.22,6.159265000413188e-76,75.21047111012612
"I (D51, moderate)","ChAd-BNT (V2, D3)",4,1156,0.35,1.7784769916891788e-75,74.74995174894717
"I (D51, moderate)","ChAd-BNT (V2, D7)",12,972,1.23,2.3789851987493387e-56,55.62360825998942
"I (D51, moderate)","I (D10, moderate)",25,3139,0.8,1.0839240403490666e-50,49.965001151389075
"I (D51, moderate)","I (D10, severe)",24,4096,0.59,6.671619113842931e-56,55.17576875575731
"I (D51, moderate)","I (D26, moderate)",29,2021,1.43,2.934138303263899e-38,37.53251941914689
"I (D51, moderate)","I (D26, severe)",28,3979,0.7,7.614445522090936e-47,46.11836171615771
"I (D51, moderate)","I (D51, severe)",32,51,62.75,7.275601088126421e-34,33.13813112076507
"I (D51, moderate)","ZF2001 (V3, D07)",3,51,5.88,4.5777761874949104e-98,97.3393454442766
"I (D51, severe)","BBIBP (V3, D14)",7,44,15.91,1.607723767334365e-74,73.79378856791834
"I (D51, severe)","BBIBP (V3, D28)",3,16,18.75,6.65054199582746e-32,31.17714295977881
"I (D51, severe)","BNT (V2, D1)",83,694,11.96,0,Inf
"I (D51, severe)","BNT (V3, D1)",112,708,15.82,0,Inf
"I (D51, severe)",BNT-I (D1),444,1101,40.33,0,Inf
"I (D51, severe)","BNT-I (D10, mild)",1128,4448,25.36,0,Inf
"I (D51, severe)","BNT-I (D10, severe)",1401,4635,30.23,0,Inf
"I (D51, severe)","BNT-I (D26, mild)",898,2593,34.63,0,Inf
"I (D51, severe)","BNT-I (D26, severe)",336,593,56.66,1.1975630880062038e-186,185.92170159853865
"I (D51, severe)",BNT-I (D3),376,664,56.63,9.317380310809113e-196,195.03070617739775
"I (D51, severe)",BNT-I (D4),59,150,39.33,8.269871122871901e-125,124.08250125841138
"I (D51, severe)","BNT-I-BNT (D51, mild)",148,363,40.77,6.976288272913826e-213,212.1563755818672
"I (D51, severe)","BNT-I-BNT (D51, severe)",48,113,42.48,2.19322478063941e-96,95.65891685578775
"I (D51, severe)","BNT-MO (V3, D1)",200,1254,15.95,0,Inf
"I (D51, severe)","ChAd (V1, D3)",107,903,11.85,0,Inf
"I (D51, severe)","ChAd (V1, D6)",20,302,6.62,8.705924331501337e-213,212.06018511188046
"I (D51, severe)","ChAd (V1, D7)",71,337,21.07,1.5521155521298256e-232,231.80907594945396
"I (D51, severe)","ChAd (V2, D1)",96,916,10.48,0,Inf
"I (D51, severe)","ChAd (V2, D3)",56,215,26.05,8.706486609301406e-188,187.0601570635939
"I (D51, severe)","ChAd-BNT (V2, D3)",185,1156,16,0,Inf
"I (D51, severe)","ChAd-BNT (V2, D7)",164,972,16.87,0,Inf
"I (D51, severe)","ChAd-BNT (V3, D1)",184,1388,13.26,0,Inf
"I (D51, severe)","I (D10, moderate)",1032,3139,32.88,0,Inf
"I (D51, severe)","I (D10, severe)",1543,4096,37.67,2.475434786893851e-280,279.6063485102799
"I (D51, severe)","I (D26, moderate)",809,2021,40.03,0,Inf
"I (D51, severe)","I (D26, severe)",1375,3979,34.56,0,Inf
"I (D51, severe)","I (D51, moderate)",32,51,62.75,7.275601088126421e-34,33.13813112076507
"I (D51, severe)",I-BNT-I (D2),2,2300,0.09,4.918530563948852e-9,8.3081646255430055
"I (D51, severe)",I-I (D1),4,2300,0.17,1.4143210562110747e-73,72.8494519928632
"I (D51, severe)","ZF2001 (V3, D07)",244,2300,10.61,0,Inf
"I (D51, severe)","ZF2001 (V3, D14)",36,2300,1.57,2.5422571971481728e-285,284.5947805145012
"I (D51, severe)","ZF2001 (V3, D28)",19,2300,0.83,5.306661994721063e-37,36.27517857366746
I-BNT-I (D2),BNT-I (D1),2,1101,0.18,4.471210021748678e-8,7.3495749299654936
I-BNT-I (D2),"BNT-I (D10, mild)",2,4448,0.04,6.808810376617468e-10,9.166928760627856
I-BNT-I (D2),"BNT-I (D10, severe)",2,4635,0.04,6.017830940434621e-10,9.220560017105687
I-BNT-I (D2),"I (D10, moderate)",2,3139,0.06,1.9361878263902088e-9,8.713052514792029
I-BNT-I (D2),"I (D10, severe)",2,4096,0.05,8.718372366776883e-10,9.059564585951177
I-BNT-I (D2),"I (D26, severe)",2,3979,0.05,9.509873610108923e-10,9.021825254965533
I-BNT-I (D2),"I (D51, severe)",2,2300,0.09,4.918530563948852e-9,8.3081646255430055
I-I (D1),BNT-I (D1),6,1101,0.54,7.148137408848302e-58,57.145807107631
I-I (D1),"BNT-I (D10, mild)",29,4448,0.65,7.516793046519551e-22,21.123967406650518
I-I (D1),"BNT-I (D10, severe)",9,4635,0.19,5.3070740657352215e-70,69.27514485129738
I-I (D1),"BNT-I (D26, mild)",31,2593,1.2,1.1970718273854032e-15,14.921879790026969
I-I (D1),"BNT-I (D26, severe)",8,593,1.35,2.412019304722103e-45,44.617619220619474
I-I (D1),BNT-I (D4),2,150,1.33,4.063796131291307e-37,36.39106808745545
I-I (D1),"BNT-I-BNT (D51, mild)",23,363,6.34,6.001842376234807e-18,17.22171541444771
I-I (D1),"ChAd (V1, D3)",3,903,0.33,4.401865231619509e-57,56.356363258025276
I-I (D1),"ChAd (V1, D6)",4,302,1.32,5.845177757307104e-35,34.23320227700108
I-I (D1),"ChAd (V1, D7)",3,337,0.89,1.2168503030505644e-43,42.914762845400055
I-I (D1),"ChAd-BNT (V2, D7)",3,972,0.31,1.347069618260507e-59,58.870609958809254
I-I (D1),"I (D10, severe)",7,4096,0.17,9.032342878937752e-74,73.04419958441301
I-I (D1),"I (D26, severe)",6,3979,0.15,3.968738125209631e-76,75.40134755680675
I-I (D1),"I (D51, severe)",4,2300,0.17,1.4143210562110747e-73,72.8494519928632
I-I (D1),I-I (D5),2,39,5.13,5.732161061714744e-10,9.241681615338328
I-I (D1),"ZF2001 (V3, D07)",2,39,5.13,3.8895379931006394e-80,79.41010198195531
I-I (D3),BNT-I (D4),2,150,1.33,0.01986754966887419,1.7018556925735067
I-I (D3),"ChAd-BNT (V2, D7)",2,972,0.21,0.003861003861003865,2.4132997640812515
I-I (D5),"BNT-I (D26, mild)",2,2593,0.08,4.578308890769821e-31,30.339294909557648
I-I (D5),BNT-I (D3),3,664,0.45,1.1898370372987993e-21,20.924512516463214
I-I (D5),BNT-I (D4),10,150,6.67,4.442348567171727e-5,4.35238736770108
I-I (D5),"ChAd-BNT (V2, D7)",9,972,0.93,8.374552493382696e-10,9.077038390840025
I-I (D5),I-I (D1),2,39,5.13,5.732161061714744e-10,9.241681615338328
"ZF2001 (V3, D07)","BBIBP (V3, D14)",15,44,34.09,1.0653651003859574e-56,55.97250153409338
"ZF2001 (V3, D07)","BBIBP (V3, D28)",4,16,25,1.9528452140502805e-29,28.709332178293234
"ZF2001 (V3, D07)","BNT (V2, D1)",62,694,8.93,0,Inf
"ZF2001 (V3, D07)","BNT (V3, D1)",60,708,8.47,0,Inf
"ZF2001 (V3, D07)",BNT-I (D1),191,1101,17.35,0,Inf
"ZF2001 (V3, D07)","BNT-I (D10, mild)",229,4448,5.15,0,Inf
"ZF2001 (V3, D07)","BNT-I (D10, severe)",387,4635,8.35,0,Inf
"ZF2001 (V3, D07)","BNT-I (D26, mild)",119,2593,4.59,0,Inf
"ZF2001 (V3, D07)","BNT-I (D26, severe)",43,593,7.25,0,Inf
"ZF2001 (V3, D07)",BNT-I (D3),102,664,15.36,0,Inf
"ZF2001 (V3, D07)",BNT-I (D4),21,150,14,5.5325278013051175e-196,195.25707639503776
"ZF2001 (V3, D07)","BNT-I-BNT (D51, mild)",16,363,4.41,0,Inf
"ZF2001 (V3, D07)","BNT-I-BNT (D51, severe)",7,113,6.19,4.99691920871065e-180,179.3012976722694
"ZF2001 (V3, D07)","BNT-MO (V3, D1)",107,1254,8.53,0,Inf
"ZF2001 (V3, D07)","ChAd (V1, D3)",100,903,11.07,0,Inf
"ZF2001 (V3, D07)","ChAd (V1, D6)",19,302,6.29,2.338831923030728e-218,217.63100098705064
"ZF2001 (V3, D07)","ChAd (V1, D7)",52,337,15.43,3.529435169846629e-268,267.4522947909992
"ZF2001 (V3, D07)","ChAd (V2, D1)",54,916,5.9,0,Inf
"ZF2001 (V3, D07)","ChAd (V2, D3)",15,215,6.98,1.5895090962725658e-268,267.7987369824081
"ZF2001 (V3, D07)","ChAd (V2, D7)",2,18,11.11,3.5440362154581684e-19,18.450501848835415
"ZF2001 (V3, D07)","ChAd-BNT (V2, D3)",74,1156,6.4,0,Inf
"ZF2001 (V3, D07)","ChAd-BNT (V2, D7)",126,972,12.96,0,Inf
"ZF2001 (V3, D07)","ChAd-BNT (V3, D1)",174,1388,12.54,0,Inf
"ZF2001 (V3, D07)","I (D10, moderate)",286,3139,9.11,0,Inf
"ZF2001 (V3, D07)","I (D10, severe)",306,4096,7.47,0,Inf
"ZF2001 (V3, D07)","I (D26, moderate)",163,2021,8.07,0,Inf
"ZF2001 (V3, D07)","I (D26, severe)",289,3979,7.26,0,Inf
"ZF2001 (V3, D07)","I (D51, moderate)",3,51,5.88,4.5777761874949104e-98,97.3393454442766
"ZF2001 (V3, D07)","I (D51, severe)",244,2300,10.61,0,Inf
"ZF2001 (V3, D07)",I-I (D1),2,39,5.13,3.8895379931006394e-80,79.41010198195531
"ZF2001 (V3, D07)","ZF2001 (V3, D14)",140,2434,5.75,6.935946389382257e-135,134.15889427234924
"ZF2001 (V3, D07)","ZF2001 (V3, D28)",31,2434,1.27,1.242406786454257e-13,12.90573618500681
"ZF2001 (V3, D14)","BBIBP (V3, D14)",13,44,29.55,7.445690546038154e-32,31.128095017666485
"ZF2001 (V3, D14)","BBIBP (V3, D28)",5,16,31.25,3.406341771776428e-16,15.467711779699883
"ZF2001 (V3, D14)","BNT (V2, D1)",6,694,0.86,1.5499841090245354e-204,203.80967275434477
"ZF2001 (V3, D14)","BNT (V3, D1)",7,708,0.99,1.0182157122943142e-198,197.99216020556025
"ZF2001 (V3, D14)",BNT-I (D1),33,1101,3,1.503289591903693e-222,221.82295734938575
"ZF2001 (V3, D14)","BNT-I (D10, mild)",25,4448,0.56,0,Inf
"ZF2001 (V3, D14)","BNT-I (D10, severe)",43,4635,0.93,0,Inf
"ZF2001 (V3, D14)","BNT-I (D26, mild)",19,2593,0.73,0,Inf
"ZF2001 (V3, D14)","BNT-I (D26, severe)",7,593,1.18,3.3490632867184375e-211,210.47507664558856
"ZF2001 (V3, D14)",BNT-I (D3),19,664,2.86,1.4747472611417088e-199,198.83128240171732
"ZF2001 (V3, D14)",BNT-I (D4),2,150,1.33,9.723270949698943e-112,111.01218761198344
"ZF2001 (V3, D14)","BNT-MO (V3, D1)",18,1254,1.44,1.3220155808943123e-233,232.87876342635073
"ZF2001 (V3, D14)","ChAd (V1, D3)",11,903,1.22,6.498847751717221e-213,212.18716363711565
"ZF2001 (V3, D14)","ChAd (V1, D7)",2,337,0.59,1.1910464962648303e-153,152.9240712841284
"ZF2001 (V3, D14)","ChAd (V2, D1)",13,916,1.42,3.6935980042068595e-219,218.43255037312287
"ZF2001 (V3, D14)","ChAd (V2, D3)",8,215,3.72,3.11426502691668e-120,119.5066444313216
"ZF2001 (V3, D14)","ChAd-BNT (V2, D3)",14,1156,1.21,1.9635987852709017e-237,236.70694724523702
"ZF2001 (V3, D14)","ChAd-BNT (V2, D7)",16,972,1.65,5.5986402815715144e-219,218.25191743547825
"ZF2001 (V3, D14)","ChAd-BNT (V3, D1)",27,1388,1.95,1.9738667459436195e-226,225.70468216952594
"ZF2001 (V3, D14)","I (D10, moderate)",39,3139,1.24,8.86720427623225e-309,308.0522132864582
"ZF2001 (V3, D14)","I (D10, severe)",39,4096,0.95,0,Inf
"ZF2001 (V3, D14)","I (D26, moderate)",17,2021,0.84,5.9562259166105e-310,309.2250288380393
"ZF2001 (V3, D14)","I (D26, severe)",36,3979,0.9,0,Inf
"ZF2001 (V3, D14)","I (D51, severe)",36,2300,1.57,2.5422571971481728e-285,284.5947805145012
"ZF2001 (V3, D14)","ZF2001 (V3, D07)",140,2434,5.75,6.935946389382257e-135,134.15889427234924
"ZF2001 (V3, D14)","ZF2001 (V3, D28)",22,262,8.4,5.676581091352145e-16,15.245913153762407
"ZF2001 (V3, D28)","BBIBP (V3, D28)",2,16,12.5,6.783622558242311e-11,10.168538324288019
"ZF2001 (V3, D28)","BNT (V3, D1)",2,708,0.28,1.5314127329919743e-54,53.814907746268354
"ZF2001 (V3, D28)",BNT-I (D1),11,1101,1,6.9379225174854154e-46,45.15877055465487
"ZF2001 (V3, D28)","BNT-I (D10, mild)",5,4448,0.11,1.567702051357864e-78,77.80473647337777
"ZF2001 (V3, D28)","BNT-I (D10, severe)",11,4635,0.24,1.255085932345737e-62,61.90132653819414
"ZF2001 (V3, D28)","BNT-I (D26, mild)",7,2593,0.27,1.2748896544678086e-65,64.89452740309638
"ZF2001 (V3, D28)","BNT-I (D26, severe)",3,593,0.51,2.6977637223659963e-54,53.56899608971457
"ZF2001 (V3, D28)",BNT-I (D3),6,664,0.9,1.6291731783636974e-49,48.78803274846606
"ZF2001 (V3, D28)","BNT-MO (V3, D1)",7,1254,0.56,3.80450985417207e-52,51.41970128668315
"ZF2001 (V3, D28)","ChAd (V1, D3)",4,903,0.44,1.3570781206574246e-53,52.86739515131307
"ZF2001 (V3, D28)","ChAd (V1, D6)",2,302,0.66,8.947841955311173e-38,37.04828169540044
"ZF2001 (V3, D28)","ChAd (V1, D7)",2,337,0.59,9.36038694654293e-45,44.02870619770689
"ZF2001 (V3, D28)","ChAd-BNT (V2, D3)",6,1156,0.52,8.971391766360582e-54,53.047140177963286
"ZF2001 (V3, D28)","ChAd-BNT (V2, D7)",8,972,0.82,1.446277002780458e-47,46.83974851944965
"ZF2001 (V3, D28)","ChAd-BNT (V3, D1)",5,1388,0.36,9.001991164890072e-58,57.04566141764075
"ZF2001 (V3, D28)","I (D10, moderate)",11,3139,0.35,4.485938549488036e-58,57.34814667988391
"ZF2001 (V3, D28)","I (D10, severe)",13,4096,0.32,3.8093716159366165e-56,55.41914665850778
"ZF2001 (V3, D28)","I (D26, moderate)",6,2021,0.3,9.336990395614756e-65,64.02979308792482
"ZF2001 (V3, D28)","I (D26, severe)",14,3979,0.35,2.243161720928375e-53,52.649139414791996
"ZF2001 (V3, D28)","I (D51, severe)",19,2300,0.83,5.306661994721063e-37,36.27517857366746
"ZF2001 (V3, D28)","ZF2001 (V3, D07)",31,2434,1.27,1.242406786454257e-13,12.90573618500681
"ZF2001 (V3, D28)","ZF2001 (V3, D14)",22,262,8.4,5.676581091352145e-16,15.245913153762407
